Orthogroup	GCF_000002945.2_ASM294v3_protein	GCF_000146045.2_R64_protein	GCF_000213175.1_v2.0_protein
OG0003424	NP_001343106.2		XP_009852243.1
OG0003425	NP_001343107.1		XP_009852503.1
OG0003426	NP_001343128.1		XP_009853877.1
OG0003427	NP_001343136.1	NP_011407.3	
OG0003428	NP_001343152.1		XP_009853583.1
OG0003429	NP_001343167.1	NP_010781.1	
OG0003430	NP_001343185.1		XP_009856322.1
OG0003431	NP_001343188.1		XP_009852231.1
OG0003432	NP_001417922.1, NP_595285.1		
OG0003433	NP_001417928.1		XP_009853770.1
OG0003434	NP_001417949.1		XP_009848500.1
OG0003435	NP_001417961.1	NP_014591.1	
OG0003436	NP_001417964.1, NP_596136.1		
OG0003437	NP_001417965.1	NP_009695.2	
OG0003438	NP_587676.3		XP_009851403.1
OG0003439	NP_587677.1		XP_009855757.1
OG0003440	NP_587680.1		XP_009852781.1
OG0003441	NP_587681.1, NP_595012.1		
OG0003442	NP_587685.2	NP_012803.1	
OG0003443	NP_587711.1		XP_009854145.1
OG0003444	NP_587721.1		XP_009857108.1
OG0003445	NP_587762.2		XP_009855298.1
OG0003446	NP_587767.2		XP_009853319.1
OG0003447	NP_587769.1		XP_009856440.1
OG0003448	NP_587778.1		XP_009856697.1
OG0003449	NP_587779.1, NP_588358.1		
OG0003450	NP_587780.1		XP_009853274.1
OG0003451	NP_587788.1	NP_011837.2	
OG0003452	NP_587799.1, NP_595742.2		
OG0003453	NP_587804.1		XP_009852045.1
OG0003454	NP_587805.1, NP_593108.1		
OG0003455	NP_587808.1		XP_009848437.1
OG0003456	NP_587814.1		XP_009848060.1
OG0003457	NP_587817.1	NP_014261.1	
OG0003458	NP_587820.1		XP_009850846.1
OG0003459	NP_587825.1	NP_013607.1	
OG0003460	NP_587826.1, NP_596181.1		
OG0003461	NP_587827.1		XP_009849648.1
OG0003462	NP_587840.1	NP_012742.1	
OG0003463	NP_587851.1	NP_116618.1	
OG0003464	NP_587856.1		XP_009856589.1
OG0003465	NP_587866.3		XP_009849257.1
OG0003466	NP_587896.1		XP_009847362.1
OG0003467	NP_587905.2		XP_009852491.1
OG0003468	NP_587926.2		XP_009847298.1
OG0003469	NP_587940.1		XP_009856525.1
OG0003470	NP_587946.1		XP_009852297.1
OG0003471	NP_587947.2		XP_009848926.1
OG0003472	NP_587948.2		XP_009857339.1
OG0003473	NP_587979.1	NP_013741.1	
OG0003474	NP_587985.1	NP_011020.3	
OG0003475	NP_587986.1		XP_009856801.1
OG0003476	NP_587990.1, NP_593745.1		
OG0003477	NP_587998.1	NP_012784.1	
OG0003478	NP_588014.1		XP_009856144.1
OG0003479	NP_588026.2		XP_009850557.1
OG0003480	NP_588037.1	NP_014318.3	
OG0003481	NP_588041.1		XP_009854171.1
OG0003482	NP_588043.2	NP_012521.3	
OG0003483	NP_588055.1		XP_009856169.1
OG0003484	NP_588064.1		XP_009851151.1
OG0003485	NP_588069.1	NP_014984.3	
OG0003486	NP_588078.1		XP_009851452.1
OG0003487	NP_588080.1		XP_009851126.1
OG0003488	NP_588082.1		XP_009850626.1
OG0003489	NP_588083.1	NP_014694.1	
OG0003490	NP_588084.1	NP_013111.1	
OG0003491	NP_588088.1	NP_014020.1	
OG0003492	NP_588101.1	NP_009727.3	
OG0003493	NP_588115.1		XP_009855249.1
OG0003494	NP_588117.1		XP_009855246.1
OG0003495	NP_588123.1	NP_014670.1	
OG0003496	NP_588128.1		XP_009847769.1
OG0003497	NP_588131.1		XP_009856503.1
OG0003498	NP_588166.1		XP_009854109.1
OG0003499	NP_588175.1, NP_588178.1		
OG0003500	NP_588176.1, NP_588179.1		
OG0003501	NP_588183.2		XP_009851145.1
OG0003502	NP_588188.1	NP_010971.1	
OG0003503	NP_588196.1, NP_588567.1		
OG0003504	NP_588208.1		XP_009852242.1
OG0003505	NP_588243.1		XP_009847823.1
OG0003506	NP_588249.1, NP_592807.1		
OG0003507	NP_588261.1		XP_009849091.1
OG0003508	NP_588274.1	NP_014896.3	
OG0003509	NP_588276.2		XP_009853845.1
OG0003510	NP_588279.1		XP_009855164.1
OG0003511	NP_588288.2		XP_009852843.1
OG0003512	NP_588304.1	NP_009459.1	
OG0003513	NP_588321.1		XP_009852272.1
OG0003514	NP_588326.2	NP_010943.3	
OG0003515	NP_588333.1		XP_009847745.1
OG0003516	NP_588334.1		XP_009853624.1
OG0003517	NP_588341.1	NP_009401.1	
OG0003518	NP_588354.1		XP_009850535.1
OG0003519	NP_588363.2		XP_009854091.1
OG0003520	NP_588365.1		XP_009852453.1
OG0003521	NP_588368.1		XP_009848446.1
OG0003522	NP_588381.1		XP_009855997.1
OG0003523	NP_588386.1	NP_010131.1	
OG0003524	NP_588394.2	NP_009805.1	
OG0003525	NP_588416.1, NP_593247.1		
OG0003526	NP_588419.1		XP_009852635.1
OG0003527	NP_588427.2		XP_009849282.1
OG0003528	NP_588450.1		XP_009851326.1
OG0003529	NP_588454.1		XP_009850559.1
OG0003530	NP_588462.1, NP_592834.1		
OG0003531	NP_588465.1		XP_009856876.1
OG0003532	NP_588493.1		XP_009848163.1
OG0003533	NP_588504.1	NP_014005.1	
OG0003534	NP_588507.1, NP_594172.4		
OG0003535	NP_588516.1		XP_009856911.1
OG0003536	NP_588518.1, NP_595052.1		
OG0003537	NP_588539.1, NP_596341.1		
OG0003538	NP_588543.1		XP_009856042.1
OG0003539	NP_588560.1		XP_009848199.1
OG0003540	NP_592841.1		XP_009851931.1
OG0003541	NP_592868.1		XP_009847692.1
OG0003542	NP_592886.1		XP_009850813.1
OG0003543	NP_592913.2		XP_009857232.1
OG0003544	NP_592915.1	NP_010079.1	
OG0003545	NP_592927.2	NP_009913.2	
OG0003546	NP_592930.1		XP_009853934.1
OG0003547	NP_592931.1	NP_013781.1	
OG0003548	NP_592956.1	NP_015469.1	
OG0003549	NP_592991.1	NP_011332.2	
OG0003550	NP_592997.1		XP_009848694.1
OG0003551	NP_593028.1		XP_009849366.1
OG0003552	NP_593045.1		XP_009849937.1
OG0003553	NP_593064.1		XP_009852437.1
OG0003554	NP_593080.1	NP_013797.1	
OG0003555	NP_593088.1		XP_009851581.1
OG0003556	NP_593104.1		XP_009847905.1
OG0003557	NP_593109.1	NP_013718.1	
OG0003558	NP_593117.1	NP_013101.1	
OG0003559	NP_593118.2	NP_014286.1	
OG0003560	NP_593124.1		XP_009850714.1
OG0003561	NP_593138.1		XP_009849971.1
OG0003562	NP_593139.1		XP_009847710.1
OG0003563	NP_593149.1		XP_009852000.1
OG0003564	NP_593158.1		XP_009849129.1
OG0003565	NP_593190.1	NP_012445.1	
OG0003566	NP_593203.1		XP_009852062.1
OG0003567	NP_593208.1		XP_009849537.1
OG0003568	NP_593222.2		XP_009850200.1
OG0003569	NP_593226.1		XP_009854766.1
OG0003570	NP_593230.1		XP_009856980.1
OG0003571	NP_593246.1		XP_009852273.1
OG0003572	NP_593250.1		XP_009849245.1
OG0003573	NP_593257.1		XP_009854333.1
OG0003574	NP_593265.1		XP_009855400.1
OG0003575	NP_593286.1		XP_009848685.1
OG0003576	NP_593289.1		XP_009851993.1
OG0003577	NP_593334.1	NP_011109.3	
OG0003578	NP_593345.1	NP_010356.1	
OG0003579	NP_593368.1		XP_009856287.1
OG0003580	NP_593376.1		XP_009850397.1
OG0003581	NP_593381.3	NP_012991.3	
OG0003582	NP_593382.1		XP_009851943.1
OG0003583	NP_593386.1	NP_075208.1	
OG0003584	NP_593395.1		XP_009852279.1
OG0003585	NP_593402.1	NP_010251.1	
OG0003586	NP_593426.1	NP_012634.3	
OG0003587	NP_593432.1		XP_009853837.1
OG0003588	NP_593438.1		XP_009850650.1
OG0003589	NP_593439.1, NP_593782.1		
OG0003590	NP_593455.1		XP_009851237.1
OG0003591	NP_593472.1		XP_009852307.1
OG0003592	NP_593478.1	NP_011784.3	
OG0003593	NP_593484.1		XP_009847847.1
OG0003594	NP_593489.1		XP_009847848.1
OG0003595	NP_593497.1		XP_009853371.1
OG0003596	NP_593505.3		XP_009850771.1
OG0003597	NP_593506.1		XP_009847309.1
OG0003598	NP_593508.1		XP_009847261.1
OG0003599	NP_593513.1		XP_009853011.1
OG0003600	NP_593516.1		XP_009856333.1
OG0003601	NP_593525.1	NP_014609.1	
OG0003602	NP_593532.1		XP_009849494.1
OG0003603	NP_593533.1		XP_009853785.1
OG0003604	NP_593563.1		XP_009848501.1
OG0003605	NP_593580.1		XP_009849240.1
OG0003606	NP_593581.1	NP_010348.1	
OG0003607	NP_593588.1		XP_009848357.1
OG0003608	NP_593591.1		XP_009848018.1
OG0003609	NP_593626.1		XP_009854061.1
OG0003610	NP_593627.1	NP_010287.1	
OG0003611	NP_593675.1, NP_594909.1		
OG0003612	NP_593712.1		XP_009855194.1
OG0003613	NP_593723.1		XP_009849628.1
OG0003614	NP_593738.2		XP_009851980.1
OG0003615	NP_593751.1	NP_011415.1	
OG0003616	NP_593757.1		XP_009852348.1
OG0003617	NP_593762.2		XP_009853336.1
OG0003618	NP_593766.1	NP_012814.1	
OG0003619	NP_593781.1		XP_009847372.1
OG0003620	NP_593797.1	NP_015492.1	
OG0003621	NP_593806.1		XP_009855960.1
OG0003622	NP_593808.1		XP_009847054.1
OG0003623	NP_593813.1		XP_009851302.1
OG0003624	NP_593836.3		XP_009852137.1
OG0003625	NP_593854.2		XP_009847563.1
OG0003626	NP_593856.1		XP_009857354.1
OG0003627	NP_593885.1	NP_011736.1	
OG0003628	NP_593895.1	NP_010592.1	
OG0003629	NP_593910.2		XP_009857274.1
OG0003630	NP_593914.2	NP_014516.1	
OG0003631	NP_593918.1		XP_009851619.1
OG0003632	NP_593927.1	NP_013310.1	
OG0003633	NP_593937.1		XP_009848051.1
OG0003634	NP_593939.1		XP_009850912.1
OG0003635	NP_593960.2, NP_596018.1		
OG0003636	NP_593992.1		XP_009851131.1
OG0003637	NP_594002.1	NP_013927.1	
OG0003638	NP_594013.1		XP_009848269.1
OG0003639	NP_594019.1		XP_009852232.1
OG0003640	NP_594025.2		XP_009852267.1
OG0003641	NP_594030.1		XP_009853151.1
OG0003642	NP_594035.1	NP_011859.1	
OG0003643	NP_594038.1		XP_009853269.1
OG0003644	NP_594052.1		XP_009847913.1
OG0003645	NP_594053.1		XP_009852619.1
OG0003646	NP_594059.1	NP_014527.1	
OG0003647	NP_594061.1		XP_009853499.1
OG0003648	NP_594091.1		XP_009853042.1
OG0003649	NP_594107.1		XP_009848236.1
OG0003650	NP_594146.1		XP_009852715.1
OG0003651	NP_594154.1	NP_013455.1	
OG0003652	NP_594164.1		XP_009857243.1
OG0003653	NP_594190.1	NP_013301.1	
OG0003654	NP_594193.1		XP_009847271.1
OG0003655	NP_594198.1, NP_595264.1		
OG0003656	NP_594210.1		XP_009853506.1
OG0003657	NP_594238.1	NP_009713.1	
OG0003658	NP_594272.1	NP_015429.1	
OG0003659	NP_594287.1		XP_009853539.1
OG0003660	NP_594295.1		XP_009850590.1
OG0003661	NP_594303.1		XP_009847540.1
OG0003662	NP_594330.1		XP_009850786.1
OG0003663	NP_594339.1		XP_009856358.1
OG0003664	NP_594347.1		XP_009856228.1
OG0003665	NP_594349.1		XP_009856207.1
OG0003666	NP_594361.1		XP_009847703.1
OG0003667	NP_594363.1	NP_014206.2	
OG0003668	NP_594367.1		XP_009850833.1
OG0003669	NP_594381.1		XP_009848612.1
OG0003670	NP_594383.1	NP_009958.2	
OG0003671	NP_594392.1		XP_009850847.1
OG0003672	NP_594394.1		XP_009852244.1
OG0003673	NP_594399.1		XP_009854436.1
OG0003674	NP_594426.1		XP_009853369.1
OG0003675	NP_594435.1		XP_009847672.1
OG0003676	NP_594453.1		XP_009848028.1
OG0003677	NP_594458.1	NP_010389.3	
OG0003678	NP_594472.1, NP_596687.1		
OG0003679	NP_594482.1		XP_009849570.1
OG0003680	NP_594502.2		XP_009850960.1
OG0003681	NP_594507.1	NP_013000.3	
OG0003682	NP_594516.1	NP_011891.1	
OG0003683	NP_594522.1		XP_009852445.1
OG0003684	NP_594541.1		XP_009853549.1
OG0003685	NP_594543.1		XP_009857362.1
OG0003686	NP_594557.2		XP_009847860.1
OG0003687	NP_594563.1	NP_010960.1	
OG0003688	NP_594595.1		XP_009847537.1
OG0003689	NP_594607.2		XP_009856524.1
OG0003690	NP_594608.1, NP_596040.1		
OG0003691	NP_594609.1		XP_009850299.1
OG0003692	NP_594613.1	NP_011588.3	
OG0003693	NP_594614.1		XP_009848927.1
OG0003694	NP_594625.1		XP_009855920.1
OG0003695	NP_594635.1		XP_009854481.1
OG0003696	NP_594640.1		XP_009851989.1
OG0003697	NP_594649.2		XP_009849798.1
OG0003698	NP_594700.1	NP_011739.1	
OG0003699	NP_594707.2		XP_009855348.1
OG0003700	NP_594709.1	NP_012652.3	
OG0003701	NP_594710.1		XP_009848407.1
OG0003702	NP_594722.1	NP_116627.2	
OG0003703	NP_594739.1		XP_009848231.1
OG0003704	NP_594772.1		XP_009853363.1
OG0003705	NP_594786.1	NP_012762.1	
OG0003706	NP_594802.1		XP_009849284.1
OG0003707	NP_594805.2	NP_013996.2	
OG0003708	NP_594808.1		XP_009854721.1
OG0003709	NP_594813.1		XP_009856329.1
OG0003710	NP_594828.1		XP_009856357.1
OG0003711	NP_594850.2		XP_009857116.1
OG0003712	NP_594869.1		XP_009848074.1
OG0003713	NP_594876.1		XP_009850749.1
OG0003714	NP_594891.1	NP_009582.1	
OG0003715	NP_594905.1	NP_011533.3	
OG0003716	NP_594908.1	NP_014996.3	
OG0003717	NP_594941.1		XP_009847497.1
OG0003718	NP_594945.1		XP_009856192.1
OG0003719	NP_594949.1	NP_013294.1	
OG0003720	NP_594964.1		XP_009856609.1
OG0003721	NP_594976.1		XP_009853251.1
OG0003722	NP_594988.1		XP_009854609.1
OG0003723	NP_594998.1		XP_009848946.1
OG0003724	NP_595003.1		XP_009848502.1
OG0003725	NP_595011.1		XP_009854752.1
OG0003726	NP_595013.1		XP_009854821.1
OG0003727	NP_595015.1		XP_009853409.1
OG0003728	NP_595026.1		XP_009855583.1
OG0003729	NP_595027.1		XP_009853563.1
OG0003730	NP_595056.1		XP_009848159.1
OG0003731	NP_595091.1		XP_009848922.1
OG0003732	NP_595118.1		XP_009849736.1
OG0003733	NP_595124.1, NP_595625.1		
OG0003734	NP_595134.1	NP_014052.1	
OG0003735	NP_595147.1		XP_009848229.1
OG0003736	NP_595151.1	NP_012837.1	
OG0003737	NP_595152.1		XP_009856041.1
OG0003738	NP_595166.1		XP_009857101.1
OG0003739	NP_595185.1		XP_009855805.1
OG0003740	NP_595202.1		XP_009849328.1
OG0003741	NP_595232.1		XP_009849093.1
OG0003742	NP_595234.1		XP_009849883.1
OG0003743	NP_595237.1		XP_009847113.1
OG0003744	NP_595249.1	NP_009463.1	
OG0003745	NP_595280.2		XP_009855501.1
OG0003746	NP_595295.1	NP_012870.1	
OG0003747	NP_595301.1		XP_009848280.1
OG0003748	NP_595302.1		XP_009856216.1
OG0003749	NP_595306.1		XP_009856774.1
OG0003750	NP_595308.1	NP_116708.1	
OG0003751	NP_595313.1		XP_009847625.1
OG0003752	NP_595355.1	NP_013808.1	
OG0003753	NP_595360.1		XP_009850549.1
OG0003754	NP_595366.1		XP_009853243.1
OG0003755	NP_595367.1		XP_009853767.1
OG0003756	NP_595373.2		XP_009856845.1
OG0003757	NP_595385.1		XP_009847909.1
OG0003758	NP_595392.1	NP_013187.1	
OG0003759	NP_595395.1		XP_009857047.1
OG0003760	NP_595396.1		XP_009857050.1
OG0003761	NP_595397.1		XP_009849194.1
OG0003762	NP_595407.1		XP_009851109.1
OG0003763	NP_595410.1	NP_010962.1	
OG0003764	NP_595413.2		XP_009857064.1
OG0003765	NP_595436.2		XP_009855878.1
OG0003766	NP_595445.2		XP_009854610.1
OG0003767	NP_595449.2		XP_009855366.1
OG0003768	NP_595459.1		XP_009847292.1
OG0003769	NP_595467.1		XP_009852898.1
OG0003770	NP_595478.1		XP_009847566.1
OG0003771	NP_595479.1		XP_009850618.1
OG0003772	NP_595484.1	NP_010895.1	
OG0003773	NP_595488.1		XP_009857252.1
OG0003774	NP_595492.2		XP_009857001.1
OG0003775	NP_595497.1	NP_013669.1	
OG0003776	NP_595523.1		XP_009851051.1
OG0003777	NP_595525.1		XP_009849470.1
OG0003778	NP_595526.2		XP_009849940.1
OG0003779	NP_595528.1		XP_009851966.1
OG0003780	NP_595544.1	NP_011690.3	
OG0003781	NP_595568.1	NP_013098.1	
OG0003782	NP_595575.1	NP_012162.3	
OG0003783	NP_595594.1		XP_009853493.1
OG0003784	NP_595607.1		XP_009853606.1
OG0003785	NP_595611.1	NP_009525.1	
OG0003786	NP_595615.1		XP_009851260.1
OG0003787	NP_595623.2		XP_009855563.1
OG0003788	NP_595624.1	NP_010624.3	
OG0003789	NP_595641.1		XP_009852329.1
OG0003790	NP_595647.1	NP_011404.1	
OG0003791	NP_595680.1		XP_009847947.1
OG0003792	NP_595693.1		XP_009855611.1
OG0003793	NP_595696.1		XP_009851125.1
OG0003794	NP_595704.1		XP_009857388.1
OG0003795	NP_595724.1	NP_014802.3	
OG0003796	NP_595728.1		XP_009851226.1
OG0003797	NP_595731.1		XP_009854416.1
OG0003798	NP_595734.2		XP_009854643.1
OG0003799	NP_595735.1		XP_009850553.1
OG0003800	NP_595741.1		XP_009850889.1
OG0003801	NP_595754.1		XP_009848683.1
OG0003802	NP_595767.1		XP_009855378.1
OG0003803	NP_595769.1	NP_009839.4	
OG0003804	NP_595817.1		XP_009856355.1
OG0003805	NP_595824.1		XP_009856732.1
OG0003806	NP_595833.1		XP_009855981.1
OG0003807	NP_595835.2		XP_009855522.1
OG0003808	NP_595843.1	NP_011386.2	
OG0003809	NP_595857.1		XP_009854403.1
OG0003810	NP_595885.1		XP_009856163.1
OG0003811	NP_595894.1		XP_009847032.1
OG0003812	NP_595915.1	NP_014867.1	
OG0003813	NP_595935.2		XP_009854352.1
OG0003814	NP_595948.1		XP_009852620.1
OG0003815	NP_595959.1		XP_009848211.1
OG0003816	NP_595961.1		XP_009847886.1
OG0003817	NP_595963.1		XP_009854693.1
OG0003818	NP_595970.2		XP_009852971.1
OG0003819	NP_595973.1	NP_011666.1	
OG0003820	NP_595974.1		XP_009851898.1
OG0003821	NP_596008.1		XP_009848105.1
OG0003822	NP_596045.1		XP_009849233.1
OG0003823	NP_596047.1		XP_009849279.1
OG0003824	NP_596051.2		XP_009852949.1
OG0003825	NP_596057.1		XP_009849360.1
OG0003826	NP_596067.1		XP_009853946.1
OG0003827	NP_596112.1		XP_009856449.1
OG0003828	NP_596127.1	NP_009400.1	
OG0003829	NP_596128.1		XP_009850064.1
OG0003830	NP_596148.1	NP_012584.3	
OG0003831	NP_596151.2		XP_009854056.1
OG0003832	NP_596155.1	NP_076886.3	
OG0003833	NP_596157.1		XP_009856222.1
OG0003834	NP_596165.1		XP_009848669.1
OG0003835	NP_596166.1		XP_009849201.1
OG0003836	NP_596169.1	NP_009355.3	
OG0003837	NP_596202.1		XP_009852275.1
OG0003838	NP_596206.1		XP_009857323.1
OG0003839	NP_596212.1		XP_009856427.1
OG0003840	NP_596218.2	NP_013370.1	
OG0003841	NP_596224.1	NP_009612.1	
OG0003842	NP_596236.1		XP_009852174.1
OG0003843	NP_596277.2	NP_012678.1	
OG0003844	NP_596298.1		XP_009848196.1
OG0003845	NP_596339.1		XP_009853301.1
OG0003846	NP_596340.1		XP_009847293.1
OG0003847	NP_596344.1		XP_009856698.1
OG0003848	NP_596353.1	NP_012955.1	
OG0003849	NP_596366.1		XP_009851838.1
OG0003850	NP_596367.1		XP_009847615.1
OG0003851	NP_596369.1		XP_009850905.1
OG0003852	NP_596377.1	NP_012645.1	
OG0003853	NP_596385.1		XP_009856298.1
OG0003854	NP_596398.1		XP_009854454.1
OG0003855	NP_596407.1		XP_009847215.1
OG0003856	NP_596413.1	NP_010664.3	
OG0003857	NP_596415.2		XP_009850983.1
OG0003858	NP_596439.1		XP_009856970.1
OG0003859	NP_596488.1	NP_013650.1	
OG0003860	NP_596551.1		XP_009854665.1
OG0003861	NP_596553.4		XP_009854159.1
OG0003862	NP_596640.1		XP_009854277.1
OG0003863	NP_596666.1		XP_009848734.1
OG0003864	NP_596673.1		XP_009848351.1
OG0003865	NP_596674.1		XP_009856539.1
OG0003866	NP_596676.1	NP_011534.1	
OG0003867	NP_596680.1		XP_009850336.1
OG0003868	NP_596689.2		XP_009856717.1
OG0003869	NP_596699.2	NP_013160.1	
OG0003870	NP_596710.1	NP_013501.1	
OG0003871	NP_596712.1		XP_009847307.1
OG0003872	NP_596714.1	NP_010391.1	
OG0003873	NP_596716.1		XP_009856861.1
OG0003874	NP_596719.1		XP_009852648.1
OG0003875	NP_596722.1		XP_009857029.1
OG0003876	NP_596740.1	NP_011639.3	
OG0003877	NP_596752.1		XP_009853517.1
OG0003878	NP_596757.1	NP_010641.3	
OG0003879	NP_596760.1		XP_009848043.1
OG0003880	NP_596770.1	NP_014263.1	
OG0003881	NP_596798.1		XP_009851909.1
OG0003882	NP_596802.1		XP_009854136.1
OG0003883	NP_596819.1	NP_011084.1	
OG0003884	NP_596829.1	NP_011905.1	
OG0003885	NP_596854.1		XP_009848858.1
OG0003886	NP_596857.1		XP_009851173.1
OG0003887	YP_011104929.1	NP_009327.1	
OG0003888	YP_011104931.1	NP_009328.1	
OG0003889	YP_011104934.1	NP_009313.1	
OG0003890	YP_011104936.1	NP_009312.1	
OG0003891	YP_011104938.1	NP_009326.1	
OG0003892		NP_001018030.1	XP_009848279.1
OG0003893		NP_001032573.1, NP_878067.1	
OG0003894		NP_001073292.1, NP_116587.1	
OG0003895		NP_001335770.1, NP_010654.3	
OG0003896		NP_001381960.1, NP_001381961.1	
OG0003897		NP_009340.1, NP_009341.2	
OG0003898		NP_009345.3, NP_015016.3	
OG0003899		NP_009363.1, NP_014987.1	
OG0003900		NP_009374.1, NP_014969.3	
OG0003901		NP_009378.1	XP_009852484.1
OG0003902		NP_009380.1	XP_009851124.1
OG0003903		NP_009390.1	XP_009857350.1
OG0003904		NP_009391.2	XP_009853021.1
OG0003905		NP_009420.1	XP_009851659.1
OG0003906		NP_009429.1, NP_878093.1	
OG0003907		NP_009443.1	XP_009849124.1
OG0003908		NP_009449.1, NP_015355.1	
OG0003909		NP_009489.1	XP_009854856.1
OG0003910		NP_009494.1, NP_011019.1	
OG0003911		NP_009499.1, NP_011012.3	
OG0003912		NP_009554.1	XP_009850232.1
OG0003913		NP_009559.1, NP_010286.3	
OG0003914		NP_009572.1, NP_010272.1	
OG0003915		NP_009578.1	XP_009852561.1
OG0003916		NP_009597.2	XP_009854854.1
OG0003917		NP_009624.4, NP_010331.3	
OG0003918		NP_009654.3	XP_009847512.1
OG0003919		NP_009660.1	XP_009849270.1
OG0003920		NP_009736.3, NP_015230.1	
OG0003921		NP_009756.1, NP_015248.1	
OG0003922		NP_009786.1	XP_009852365.1
OG0003923		NP_009797.1, NP_011408.1	
OG0003924		NP_009829.2, NP_012477.1	
OG0003925		NP_009832.1, NP_012487.1	
OG0003926		NP_009835.3	XP_009852527.1
OG0003927		NP_009837.1, NP_012470.1	
OG0003928		NP_009840.3	XP_009854206.1
OG0003929		NP_009843.3, NP_012465.3	
OG0003930		NP_009854.2	XP_009851359.1
OG0003931		NP_009855.1	XP_009852799.1
OG0003932		NP_009865.2, NP_009967.2	
OG0003933		NP_009874.1	XP_009849252.1
OG0003934		NP_009879.2, NP_010817.3	
OG0003935		NP_009905.3, NP_010796.1	
OG0003936		NP_009919.3	XP_009853634.1
OG0003937		NP_009966.2, NP_012337.1	
OG0003938		NP_009986.1	XP_009849585.1
OG0003939		NP_009995.1, NP_014425.3	
OG0003940		NP_010000.1	XP_009847305.1
OG0003941		NP_010070.1, NP_014223.2	
OG0003942		NP_010125.1	XP_009852845.1
OG0003943		NP_010127.1	XP_009856510.1
OG0003944		NP_010149.1	XP_009850170.1
OG0003945		NP_010197.1	XP_009851617.1
OG0003946		NP_010234.1, NP_012361.1	
OG0003947		NP_010249.1	XP_009849497.1
OG0003948		NP_010299.3	XP_009852507.1
OG0003949		NP_010336.3	XP_009852221.1
OG0003950		NP_010343.1	XP_009854567.1
OG0003951		NP_010364.1	XP_009851284.1
OG0003952		NP_010370.1, NP_011085.1	
OG0003953		NP_010374.1	XP_009854493.1
OG0003954		NP_010394.3	XP_009852087.1
OG0003955		NP_010409.3	XP_009851299.1
OG0003956		NP_010410.3, NP_013200.1	
OG0003957		NP_010416.1, NP_012386.1	
OG0003958		NP_010450.3	XP_009849329.1
OG0003959		NP_010492.3, NP_013334.1	
OG0003960		NP_010499.1, NP_013329.1	
OG0003961		NP_010508.1, NP_013326.1	
OG0003962		NP_010509.1, NP_013324.1	
OG0003963		NP_010515.3	XP_009855368.1
OG0003964		NP_010537.3, NP_015293.1	
OG0003965		NP_010563.3, NP_014690.1	
OG0003966		NP_010568.3	XP_009853492.1
OG0003967		NP_010572.3	XP_009856372.1
OG0003968		NP_010580.1	XP_009852253.1
OG0003969		NP_010581.3, NP_015505.1	
OG0003970		NP_010588.1	XP_009847861.1
OG0003971		NP_010595.1, NP_011928.1	
OG0003972		NP_010609.1	XP_009856089.1
OG0003973		NP_010616.3	XP_009850680.1
OG0003974		NP_010623.3	XP_009854367.1
OG0003975		NP_010638.3, NP_011971.1	
OG0003976		NP_010649.1	XP_009849087.1
OG0003977		NP_010651.3	XP_009849142.1
OG0003978		NP_010679.3, NP_014655.1	
OG0003979		NP_010708.1, NP_011528.3	
OG0003980		NP_010709.1	XP_009851215.1
OG0003981		NP_010716.3	XP_009852288.1
OG0003982		NP_010728.1	XP_009850776.1
OG0003983		NP_010749.3, NP_014254.1	
OG0003984		NP_010771.1, NP_015272.1	
OG0003985		NP_010823.1, NP_015028.3	
OG0003986		NP_010844.1, NP_014471.3	
OG0003987		NP_010850.1	XP_009851912.1
