Orthogroup	GCA_900044135.1_GZPH1RResV1_protein	GCF_000182925.2_NC12_protein	GCF_000213175.1_v2.0_protein
OG0006536	SCB64819.1	XP_958105.1	XP_009852904.1
OG0006537	SCB64821.1	XP_959642.1	XP_009853532.1
OG0006538	SCB64822.1	XP_959523.1	XP_009853554.1
OG0006539	SCB64823.1	XP_959526.2	XP_009853552.1
OG0006540	SCB64824.1	XP_961864.2	XP_009850204.1
OG0006541	SCB64828.1	XP_962599.1	XP_009849917.1
OG0006542	SCB64829.1	XP_962598.1	XP_009849916.1
OG0006543	SCB64830.1	XP_960666.3	XP_009848683.1
OG0006544	SCB64832.1	XP_961179.2	XP_009848254.1
OG0006545	SCB64835.1	XP_961376.2	XP_009848371.1
OG0006546	SCB64836.1	XP_961106.1	XP_009848281.1
OG0006547	SCB64845.1	XP_955920.2	XP_009852200.1
OG0006548	SCB64846.1	XP_956608.1	XP_009852201.1
OG0006549	SCB64847.1	XP_956489.2	XP_009852188.1
OG0006550	SCB64848.1	XP_963216.1	XP_009851707.1
OG0006551	SCB64849.1	XP_963221.2	XP_009851702.1
OG0006552	SCB64851.1	XP_955872.1	XP_009852612.1
OG0006553	SCB64853.1	XP_963622.1	XP_009852271.1
OG0006554	SCB64855.1	XP_959636.1	XP_009853536.1
OG0006555	SCB64856.1	XP_959637.1	XP_009852716.1
OG0006556	SCB64860.1	XP_959240.1	XP_009852988.1
OG0006557	SCB64861.1	XP_959241.2	XP_009852989.1
OG0006558	SCB64862.1	XP_959886.2	XP_009853772.1
OG0006559	SCB64863.1	XP_959925.2	XP_009853481.1
OG0006560	SCB64864.1	XP_960936.3	XP_009847286.1
OG0006561	SCB64865.1	XP_961200.2	XP_009848236.1
OG0006562	SCB64870.1	XP_961190.2	XP_009848245.1
OG0006563	SCB64872.1	XP_961202.1	XP_009847344.1
OG0006564	SCB64874.1	XP_958189.1	XP_009848606.1
OG0006565	SCB64877.1	XP_957919.2	XP_009847797.1
OG0006566	SCB64878.1	XP_962067.1	XP_009850080.1
OG0006567	SCB64881.1	XP_962056.1	XP_009850089.1
OG0006568	SCB64883.1	XP_962379.3	XP_009849469.1
OG0006569	SCB64885.1	XP_961826.1	XP_009850116.1
OG0006570	SCB64888.1	XP_956315.1	XP_009849701.1
OG0006571	SCB64890.1	XP_964446.1	XP_009849277.1
OG0006572	SCB64892.1	XP_011393465.1	XP_009852000.1
OG0006573	SCB64894.1	XP_963330.1	XP_009852330.1
OG0006574	SCB64895.1	XP_963328.1	XP_009852328.1
OG0006575	SCB64897.1	XP_963513.1	XP_009851653.1
OG0006576	SCB64898.1	XP_963514.1	XP_009852232.1
OG0006577	SCB64899.1	XP_956273.1	XP_009852051.1
OG0006578	SCB64902.1	XP_963529.3	XP_009852247.1
OG0006579	SCB64904.1	XP_963317.2	XP_009852319.1
OG0006580	SCB64906.1	XP_959892.1	XP_009853511.1
OG0006581	SCB64909.1	XP_959255.1	XP_009853004.1
OG0006582	SCB64910.1	XP_959970.2	XP_009853233.1
OG0006583	SCB64914.1	XP_959553.1	XP_009853244.1
OG0006584	SCB64915.1	XP_959788.3	XP_009853404.1
OG0006585	SCB64916.1	XP_959596.1	XP_009853351.1
OG0006586	SCB64917.1	XP_001728360.2	XP_009853391.1
OG0006587	SCB64918.1	XP_959800.1	XP_009853394.1
OG0006588	SCB64920.1	XP_959718.1	XP_009853375.1
OG0006589	SCB64921.1	XP_959597.3	XP_009853350.1
OG0006590	SCB64922.1	XP_959707.3	XP_009853385.1
OG0006591	SCB64923.1	XP_959715.1	XP_009853378.1
OG0006592	SCB64926.1	XP_965744.3	XP_009857172.1
OG0006593	SCB64928.1	XP_960168.1	XP_009854204.1
OG0006594	SCB64929.1	XP_957639.1	XP_009854424.1
OG0006595	SCB64931.1	XP_011393470.1	XP_009851592.1
OG0006596	SCB64932.1	XP_956012.1	XP_009852664.1
OG0006597	SCB64933.1	XP_956014.1	XP_009852665.1
OG0006598	SCB64934.1	XP_956133.2	XP_009852661.1
OG0006599	SCB64935.1	XP_956208.1	XP_009851990.1
OG0006600	SCB64943.1	XP_963632.2	XP_009852281.1
OG0006601	SCB64944.1	XP_959891.1	XP_009853512.1
OG0006602	SCB64949.1	XP_959938.1	XP_009853468.1
OG0006603	SCB64953.1	XP_011393630.1	XP_009851612.1
OG0006604	SCB64955.1	XP_956471.1	XP_009852171.1
OG0006605	SCB64956.1	XP_956128.1	XP_009851620.1
OG0006606	SCB64957.1	XP_956279.2	XP_009852057.1
OG0006607	SCB64959.1	XP_956301.2	XP_009852474.1
OG0006608	SCB64960.1	XP_957180.1	XP_009852137.1
OG0006609	SCB64963.1	XP_956484.1	XP_009852183.1
OG0006610	SCB64964.1	XP_956486.2	XP_009852185.1
OG0006611	SCB64965.1	XP_001728159.2	XP_009851547.1
OG0006612	SCB64968.1	XP_955918.1	XP_009852198.1
OG0006613	SCB64969.1	XP_956833.3	XP_009852491.1
OG0006614	SCB64972.1	XP_960497.1	XP_009854287.1
OG0006615	SCB64973.1	XP_959949.1	XP_009853458.1
OG0006616	SCB64976.1	XP_955943.1	XP_009853160.1
OG0006617	SCB64978.1	XP_958836.1	XP_009847393.1
OG0006618	SCB64980.1	XP_958046.2	XP_009853032.1
OG0006619	SCB65039.1	XP_961852.2	XP_009850027.1
OG0006620	SCB65050.1	XP_956346.1	XP_009853814.1
OG0006621	SCB65063.1	XP_959048.3	XP_009851353.1
OG0006622	SCB65064.1	XP_956115.1	XP_009851511.1
OG0006623	SCB65065.1	XP_959315.1	XP_009851403.1
OG0006624	SCB65067.1	XP_957115.2	XP_009854711.1
OG0006625	SCB65068.1	XP_963033.2	XP_009851452.1
OG0006626	SCB65069.1	XP_963036.2	XP_009851449.1
OG0006627	SCB65070.1	XP_962303.1	XP_009849364.1
OG0006628	SCB65076.1	XP_959283.1	XP_009851383.1
OG0006629	SCB65077.1	XP_963522.1	XP_009852239.1
OG0006630	SCB65083.1	XP_958369.1	XP_009851368.1
OG0006631	SCB65085.1	XP_001728501.2	XP_009851013.1
OG0006632	SCB65087.1	XP_957703.2	XP_009851010.1
OG0006633	SCB65088.1	XP_957271.2	XP_009851154.1
OG0006634	SCB65090.1	XP_957246.2	XP_009850908.1
OG0006635	SCB65092.1	XP_011394038.1	XP_009850845.1
OG0006636	SCB65093.1	XP_955802.1	XP_009850846.1
OG0006637	SCB65094.1	XP_957696.1	XP_009851003.1
OG0006638	SCB65096.1	XP_957754.3	XP_009850349.1
OG0006639	SCB65099.1	XP_959061.1	XP_009851340.1
OG0006640	SCB65101.1	XP_957214.2	XP_009850878.1
OG0006641	SCB65102.1	XP_956391.3	XP_009850867.1
OG0006642	SCB65103.1	XP_957212.1	XP_009850876.1
OG0006643	SCB65105.1	XP_956380.2	XP_009850856.1
OG0006644	SCB65106.1	XP_957829.2	XP_009851126.1
OG0006645	SCB65107.1	XP_962919.1	XP_009850706.1
OG0006646	SCB65108.1	XP_957819.2	XP_009851118.1
OG0006647	SCB65109.1	XP_957818.1	XP_009851117.1
OG0006648	SCB65110.1	XP_957293.1	XP_009851177.1
OG0006649	SCB65111.1	XP_958605.1	XP_009851327.1
OG0006650	SCB65112.1	XP_958613.2	XP_009851320.1
OG0006651	SCB65119.1	XP_960924.1	XP_009847846.1
OG0006652	SCB65121.1	XP_958775.2	XP_009847781.1
OG0006653	SCB65124.1	XP_958180.1	XP_009855944.1
OG0006654	SCB65125.1	XP_958488.1	XP_009855943.1
OG0006655	SCB65126.1	XP_958413.2	XP_009855951.1
OG0006656	SCB65127.1	XP_958186.3	XP_009855950.1
OG0006657	SCB65128.1	XP_958422.1	XP_009855964.1
OG0006658	SCB65129.1	XP_964411.2	XP_009856194.1
OG0006659	SCB65130.1	XP_965143.2	XP_009855827.1
OG0006660	SCB65131.1	XP_958482.2	XP_009855937.1
OG0006661	SCB65135.1	XP_959261.2	XP_009852720.1
OG0006662	SCB65136.1	XP_963695.2	XP_009856403.1
OG0006663	SCB65137.1	XP_959004.1	XP_009851265.1
OG0006664	SCB65139.1	XP_956165.3	XP_009851244.1
OG0006665	SCB65141.1	XP_959005.1	XP_009851267.1
OG0006666	SCB65143.1	XP_959018.2	XP_009851281.1
OG0006667	SCB65144.1	XP_957296.1	XP_009851181.1
OG0006668	SCB65145.1	XP_957298.1	XP_009851183.1
OG0006669	SCB65146.1	XP_957299.2	XP_009851184.1
OG0006670	SCB65147.1	XP_957304.3	XP_009851190.1
OG0006671	SCB65149.1	XP_962989.3	XP_009850682.1
OG0006672	SCB65150.1	XP_962993.2	XP_009850685.1
OG0006673	SCB65152.1	XP_956685.1	XP_009851194.1
OG0006674	SCB65153.1	XP_962915.2	XP_009850703.1
OG0006675	SCB65154.1	XP_957292.1	XP_009851176.1
OG0006676	SCB65155.1	XP_957291.2	XP_009851175.1
OG0006677	SCB65157.1	XP_957230.2	XP_009850892.1
OG0006678	SCB65158.1	XP_957216.1	XP_009850881.1
OG0006679	SCB65161.1	XP_961149.3	XP_009847661.1
OG0006680	SCB65162.1	XP_011394690.1	XP_009847847.1
OG0006681	SCB65164.1	XP_961565.2	XP_009848063.1
OG0006682	SCB65165.1	XP_960742.1	XP_009848361.1
OG0006683	SCB65166.1	XP_960717.3	XP_009847938.1
OG0006684	SCB65168.1	XP_955849.1	XP_009847770.1
OG0006685	SCB65171.1	XP_959551.1	XP_009853246.1
OG0006686	SCB65172.1	XP_964048.2	XP_009857054.1
OG0006687	SCB65173.1	XP_001728391.2	XP_009857059.1
OG0006688	SCB65179.1	XP_957900.3	XP_009855931.1
OG0006689	SCB65182.1	XP_964426.3	XP_009856181.1
OG0006690	SCB65186.1	XP_959168.3	XP_009855978.1
OG0006691	SCB65188.1	XP_964165.1	XP_009855597.1
OG0006692	SCB65189.1	XP_963879.1	XP_009855055.1
OG0006693	SCB65191.1	XP_963690.3	XP_009855525.1
OG0006694	SCB65193.1	XP_964468.2	XP_009857231.1
OG0006695	SCB65195.1	XP_960648.1	XP_009847306.1
OG0006696	SCB65197.1	XP_961517.1	XP_009848297.1
OG0006697	SCB65199.1	XP_961098.3	XP_009848291.1
OG0006698	SCB65203.1	XP_960863.3	XP_009847737.1
OG0006699	SCB65204.1	XP_961561.1	XP_009848066.1
OG0006700	SCB65205.1	XP_961515.1	XP_009848300.1
OG0006701	SCB65208.1	XP_960723.1	XP_009847682.1
OG0006702	SCB65214.1	XP_956375.3	XP_009850850.1
OG0006703	SCB65219.1	XP_956151.3	XP_009850827.1
OG0006704	SCB65220.1	XP_011393827.1	XP_009851166.1
OG0006705	SCB65223.1	XP_957263.1	XP_009851145.1
OG0006706	SCB65226.1	XP_956181.3	XP_009850218.1
OG0006707	SCB65229.1	XP_957338.1	XP_009850605.1
OG0006708	SCB65233.1	XP_956664.1	XP_009850933.1
OG0006709	SCB65236.1	XP_960921.1	XP_009847848.1
OG0006710	SCB65238.1	XP_961148.2	XP_009847662.1
OG0006711	SCB65239.1	XP_961316.1	XP_009847033.1
OG0006712	SCB65240.1	XP_961310.2	XP_009847690.1
OG0006713	SCB65241.1	XP_961308.2	XP_009847245.1
OG0006714	SCB65243.1	XP_961546.2	XP_009848081.1
OG0006715	SCB65244.1	XP_961135.1	XP_009847672.1
OG0006716	SCB65254.1	XP_960943.2	XP_009847922.1
OG0006717	SCB65255.1	XP_960946.3	XP_009847920.1
OG0006718	SCB65256.1	XP_961182.3	XP_009848251.1
OG0006719	SCB65257.1	XP_961186.3	XP_009847196.1
OG0006720	SCB65260.1	XP_001728173.1	XP_009847825.1
OG0006721	SCB65261.1	XP_961016.3	XP_009847827.1
OG0006722	SCB65262.1	XP_961274.1	XP_009847722.1
OG0006723	SCB65263.1	XP_958756.1	XP_009847793.1
OG0006724	SCB65264.1	XP_961446.3	XP_009848355.1
OG0006725	SCB65267.1	XP_955964.3	XP_009847054.1
OG0006726	SCB65268.1	XP_955967.1	XP_009847756.1
OG0006727	SCB65277.1	XP_958000.1	XP_009852743.1
OG0006728	SCB65280.1	XP_959629.1	XP_009853294.1
OG0006729	SCB65286.1	XP_959622.3	XP_009854854.1
OG0006730	SCB65288.1	XP_960002.2	XP_009853208.1
OG0006731	SCB65325.1	XP_955934.1	XP_009854819.1
OG0006732	SCB65326.1	XP_955935.1	XP_009854818.1
OG0006733	SCB65328.1	XP_955937.1	XP_009854816.1
OG0006734	SCB65329.1	XP_956067.3	XP_009854752.1
OG0006735	SCB65333.1	XP_959316.3	XP_009851404.1
OG0006736	SCB65345.1	XP_001728169.2	XP_009852967.1
OG0006737	SCB65347.1	XP_959785.1	XP_009853406.1
OG0006738	SCB65348.1	XP_959789.2	XP_009853403.1
OG0006739	SCB65350.1	XP_959775.3	XP_009853417.1
OG0006740	SCB65352.1	XP_959438.1	XP_009853334.1
OG0006741	SCB65354.1	XP_959604.1	XP_009853343.1
OG0006742	SCB65355.1	XP_959605.1	XP_009853342.1
OG0006743	SCB65358.1	XP_959722.2	XP_009853370.1
OG0006744	SCB65359.1	XP_959705.1	XP_009853388.1
OG0006745	SCB65360.1	XP_962237.3	XP_009849423.1
OG0006746	SCB65361.1	XP_962645.3	XP_009849703.1
OG0006747	SCB65366.1	XP_962505.3	XP_009849397.1
OG0006748	SCB65367.1	XP_962506.3	XP_009849396.1
OG0006749	SCB65369.1	XP_961809.2	XP_009849404.1
OG0006750	SCB65370.1	XP_955826.3	XP_009849680.1
OG0006751	SCB65371.1	XP_964442.3	XP_009848745.1
OG0006752	SCB65372.1	XP_961789.1	XP_009850125.1
OG0006753	SCB65373.1	XP_961788.1	XP_009850126.1
OG0006754	SCB65374.1	XP_961787.1	XP_009850127.1
OG0006755	SCB65380.1	XP_961964.1	XP_009849806.1
OG0006756	SCB65381.1	XP_958251.1	XP_009849084.1
OG0006757	SCB65382.1	XP_962455.2	XP_009849120.1
OG0006758	SCB65383.1	XP_961967.1	XP_009849312.1
OG0006759	SCB65384.1	XP_961994.1	XP_009850032.1
OG0006760	SCB65387.1	XP_964940.2	XP_009855654.1
OG0006761	SCB65388.1	XP_956143.2	XP_009849665.1
OG0006762	SCB65389.1	XP_962327.2	XP_009849341.1
OG0006763	SCB65393.1	XP_001728535.2	XP_009849585.1
OG0006764	SCB65394.1	XP_011394421.1	XP_009849841.1
OG0006765	SCB65395.1	XP_962251.1	XP_009848700.1
OG0006766	SCB65396.1	XP_957890.3	XP_009850041.1
OG0006767	SCB65400.1	XP_961814.2	XP_009849401.1
OG0006768	SCB65401.1	XP_955914.1	XP_009849586.1
OG0006769	SCB65402.1	XP_957050.1	XP_009849564.1
OG0006770	SCB65409.1	XP_957463.1	XP_009849648.1
OG0006771	SCB65411.1	XP_961729.1	XP_009849337.1
OG0006772	SCB65412.1	XP_961985.1	XP_009849297.1
OG0006773	SCB65413.1	XP_964584.2	XP_009856276.1
OG0006774	SCB65415.1	XP_957683.3	XP_009854382.1
OG0006775	SCB65416.1	XP_960130.3	XP_009854004.1
OG0006776	SCB65419.1	XP_960373.2	XP_009854053.1
OG0006777	SCB65423.1	XP_957528.1	XP_009853804.1
OG0006778	SCB65425.1	XP_958799.1	XP_009854607.1
OG0006779	SCB65428.1	XP_957686.1	XP_009854379.1
OG0006780	SCB65429.1	XP_960440.3	XP_009854128.1
OG0006781	SCB65430.1	XP_960441.2	XP_009854129.1
OG0006782	SCB65434.1	XP_965769.3	XP_009856182.1
OG0006783	SCB65435.1	XP_964877.2	XP_009855383.1
OG0006784	SCB65438.1	XP_964789.1	XP_009855746.1
OG0006785	SCB65440.1	XP_965739.1	XP_009857167.1
OG0006786	SCB65441.1	XP_965737.1	XP_009857165.1
OG0006787	SCB65443.1	XP_965202.1	XP_009855004.1
OG0006788	SCB65444.1	XP_965197.3	XP_009854998.1
OG0006789	SCB65445.1	XP_965198.2	XP_009855000.1
OG0006790	SCB65446.1	XP_965225.3	XP_009855030.1
OG0006791	SCB65448.1	XP_965748.1	XP_009857175.1
OG0006792	SCB65451.1	XP_957965.3	XP_009856830.1
OG0006793	SCB65452.1	XP_957963.3	XP_009856833.1
OG0006794	SCB65453.1	XP_964724.1	XP_009857126.1
OG0006795	SCB65457.1	XP_001728372.1	XP_009856229.1
OG0006796	SCB65468.1	XP_963772.1	XP_009855090.1
OG0006797	SCB65469.1	XP_011394981.1	XP_009854625.1
OG0006798	SCB65470.1	XP_957953.2	XP_009854632.1
OG0006799	SCB65472.1	XP_960113.3	XP_009853900.1
OG0006800	SCB65474.1	XP_957657.3	XP_009854406.1
OG0006801	SCB65475.1	XP_001728241.1	XP_009854194.1
OG0006802	SCB65478.1	XP_957665.1	XP_009854396.1
OG0006803	SCB65480.1	XP_957576.3	XP_009854502.1
OG0006804	SCB65481.1	XP_960334.2	XP_009853981.1
OG0006805	SCB65483.1	XP_957678.2	XP_009854386.1
OG0006806	SCB65485.1	XP_962125.2	XP_009849893.1
OG0006807	SCB65494.1	XP_963725.2	XP_009857093.1
OG0006808	SCB65495.1	XP_964882.2	XP_009855377.1
OG0006809	SCB65496.1	XP_964884.2	XP_009855374.1
OG0006810	SCB65500.1	XP_962999.3	XP_009850691.1
OG0006811	SCB65524.1	XP_957975.3	XP_009848570.1
OG0006812	SCB65528.1	XP_962407.3	XP_009849444.1
OG0006813	SCB65529.1	XP_961320.1	XP_009848411.1
OG0006814	SCB65531.1	XP_958525.1	XP_009848601.1
OG0006815	SCB65532.1	XP_961047.3	XP_009848111.1
OG0006816	SCB65533.1	XP_955848.1	XP_009847769.1
OG0006817	SCB65534.1	XP_956749.1	XP_009847113.1
OG0006818	SCB65535.1	XP_958524.1	XP_009848602.1
OG0006819	SCB65539.1	XP_011394789.1	XP_009848548.1
OG0006820	SCB65541.1	XP_960671.3	XP_009848689.1
OG0006821	SCB65544.1	XP_960643.1	XP_009848555.1
OG0006822	SCB65563.1	XP_960543.3	XP_009854243.1
OG0006823	SCB65564.1	XP_960570.2	XP_009854218.1
OG0006824	SCB65567.1	XP_960550.2	XP_009854236.1
OG0006825	SCB65577.1	XP_960504.1	XP_009854279.1
OG0006826	SCB65579.1	XP_960507.2	XP_009854276.1
OG0006827	SCB65580.1	XP_960489.2	XP_009854292.1
OG0006828	SCB65585.1	XP_960477.1	XP_009854303.1
OG0006829	SCB65586.1	XP_960515.3	XP_009854269.1
OG0006830	SCB65587.1	XP_960509.2	XP_009854274.1
OG0006831	SCB65593.1	XP_011395043.1	XP_009854134.1
OG0006832	SCB65595.1	XP_001728299.2	XP_009854107.1
OG0006833	SCB65596.1	XP_957537.2	XP_009854532.1
OG0006834	SCB65597.1	XP_960366.2	XP_009854048.1
OG0006835	SCB65601.1	XP_958636.1	XP_009854615.1
OG0006836	SCB65603.1	XP_957603.1	XP_009854482.1
OG0006837	SCB65605.1	XP_960292.2	XP_009854072.1
OG0006838	SCB65606.1	XP_960230.2	XP_009854097.1
OG0006839	SCB65608.1	XP_960410.1	XP_009854100.1
OG0006840	SCB65609.1	XP_959137.1	XP_009856013.1
OG0006841	SCB65611.1	XP_964854.2	XP_009855410.1
OG0006842	SCB65613.1	XP_965796.2	XP_009857218.1
OG0006843	SCB65616.1	XP_958016.1	XP_009854969.1
OG0006844	SCB65620.1	XP_964106.1	XP_009855270.1
OG0006845	SCB65621.1	XP_964107.1	XP_009855269.1
OG0006846	SCB65623.1	XP_964561.1	XP_009856302.1
OG0006847	SCB65624.1	XP_964507.3	XP_009855234.1
OG0006848	SCB65625.1	XP_965806.1	XP_009857226.1
OG0006849	SCB65627.1	XP_964575.2	XP_009856287.1
OG0006850	SCB65628.1	XP_964914.3	XP_009855182.1
OG0006851	SCB65630.1	XP_960155.2	XP_009854340.1
OG0006852	SCB65631.1	XP_958073.1	XP_009854339.1
OG0006853	SCB65632.1	XP_958632.1	XP_009854618.1
OG0006854	SCB65633.1	XP_960162.1	XP_009854011.1
OG0006855	SCB65634.1	XP_960359.3	XP_009854041.1
OG0006856	SCB65635.1	XP_957550.2	XP_009853806.1
OG0006857	SCB65637.1	XP_957577.2	XP_009854501.1
OG0006858	SCB65640.1	XP_964714.1	XP_009857118.1
OG0006859	SCB65642.1	XP_964197.2	XP_009856309.1
OG0006860	SCB65644.1	XP_964559.1	XP_009856304.1
OG0006861	SCB65656.1	XP_964297.1	XP_009855241.1
OG0006862	SCB65657.1	XP_960148.1	XP_009853992.1
OG0006863	SCB65660.1	XP_957632.1	XP_009854429.1
OG0006864	SCB65661.1	XP_958807.2	XP_009854600.1
OG0006865	SCB65663.1	XP_964739.2	XP_009857144.1
OG0006866	SCB65664.1	XP_964729.1	XP_009857131.1
OG0006867	SCB65667.1	XP_964918.2	XP_009855186.1
OG0006868	SCB65669.1	XP_964867.1	XP_009855396.1
OG0006869	SCB65670.1	XP_964526.3	XP_009855213.1
OG0006870	SCB65675.1	XP_964520.2	XP_009855219.1
OG0006871	SCB65676.1	XP_964510.1	XP_009855229.1
OG0006872	SCB65677.1	XP_964855.2	XP_009855409.1
OG0006873	SCB65678.1	XP_964342.2	XP_009855419.1
OG0006874	SCB65679.1	XP_964345.2	XP_009855416.1
OG0006875	SCB65682.1	XP_964339.3	XP_009855423.1
OG0006876	SCB65684.1	XP_964235.2	XP_009855446.1
OG0006877	SCB65686.1	XP_011392906.1	XP_009855451.1
OG0006878	SCB65689.1	XP_964119.2	XP_009855462.1
OG0006879	SCB65691.1	XP_964115.2	XP_009855466.1
OG0006880	SCB65693.1	XP_965542.3	XP_009856903.1
OG0006881	SCB65695.1	XP_965528.2	XP_009856889.1
OG0006882	SCB65699.1	XP_965487.3	XP_009856852.1
OG0006883	SCB65700.1	XP_965488.1	XP_009856853.1
OG0006884	SCB65701.1	XP_965390.1	XP_009857016.1
OG0006885	SCB65709.1	XP_959070.1	XP_009850400.1
OG0006886	SCB65710.1	XP_956311.2	XP_009852482.1
OG0006887	SCB65716.1	XP_956640.1	XP_009854700.1
OG0006888	SCB65735.1	XP_961157.1	XP_009847651.1
OG0006889	SCB65742.1	XP_964713.1	XP_009857117.1
OG0006890	SCB65743.1	XP_965725.3	XP_009857153.1
OG0006891	SCB65744.1	XP_961764.1	XP_009849962.1
OG0006892	SCB65747.1	XP_963609.1	XP_009851796.1
OG0006893	SCB65774.1	XP_960194.3	XP_009853912.1
OG0006894	SCB65820.1	XP_960766.1	XP_009847388.1
OG0006895	SCB65843.1	XP_959654.1	XP_009853605.1
OG0006896	SCB65855.1	XP_957949.1	XP_009849003.1
OG0006897	SCB65867.1	XP_961667.3	XP_009847068.1
OG0006898	SCB65884.1	XP_962430.1	XP_009849141.1
OG0006899	SCB65886.1	XP_962431.1	XP_009849140.1
OG0006900	SCB65888.1	XP_956923.3	XP_009849530.1
OG0006901	SCB65890.1	XP_956919.1	XP_009849534.1
OG0006902	SCB65891.1	XP_963699.1	XP_009856492.1
OG0006903	SCB65892.1	XP_962098.1	XP_009849097.1
OG0006904	SCB65894.1	XP_958227.1	XP_009854681.1
OG0006905	SCB65895.1	XP_958115.3	XP_009854682.1
OG0006906	SCB65897.1	XP_962026.1	XP_009849795.1
OG0006907	SCB65902.1	XP_001728325.1	XP_009849784.1
OG0006908	SCB65903.1	XP_958505.2	XP_009850377.1
OG0006909	SCB65904.1	XP_956699.1	XP_009851204.1
OG0006910	SCB65909.1	XP_963117.2	XP_009850539.1
OG0006911	SCB65910.1	XP_963119.2	XP_009850541.1
OG0006912	SCB65912.1	XP_962868.2	XP_009850774.1
OG0006913	SCB65913.1	XP_962781.1	XP_009848971.1
OG0006914	SCB65914.1	XP_962782.1	XP_009848972.1
OG0006915	SCB65918.1	XP_001728326.1	XP_009849810.1
OG0006916	SCB65919.1	XP_961965.2	XP_009849805.1
OG0006917	SCB65922.1	XP_001728128.1	XP_009848927.1
OG0006918	SCB65923.1	XP_011394332.1	XP_009848930.1
OG0006919	SCB65925.1	XP_965207.1	XP_009855010.1
OG0006920	SCB65927.1	XP_962965.1	XP_009848910.1
OG0006921	SCB65928.1	XP_965591.3	XP_009856935.1
OG0006922	SCB65929.1	XP_962970.1	XP_009848915.1
OG0006923	SCB65932.1	XP_962209.2	XP_009850165.1
OG0006924	SCB65935.1	XP_962692.3	XP_009849747.1
OG0006925	SCB65936.1	XP_956008.2	XP_009852040.1
OG0006926	SCB65937.1	XP_956536.3	XP_009852026.1
OG0006927	SCB65938.1	XP_956727.2	XP_009852545.1
OG0006928	SCB65941.1	XP_963477.2	XP_009852393.1
OG0006929	SCB65942.1	XP_963253.2	XP_009852363.1
OG0006930	SCB65943.1	XP_963443.2	XP_009852354.1
OG0006931	SCB65944.1	XP_963451.3	XP_009852346.1
OG0006932	SCB65945.1	XP_956976.3	XP_009851951.1
OG0006933	SCB65946.1	XP_956974.3	XP_009851950.1
OG0006934	SCB65950.1	XP_956243.3	XP_009851961.1
OG0006935	SCB65951.1	XP_956242.3	XP_009851960.1
OG0006936	SCB65952.1	XP_956244.1	XP_009851962.1
OG0006937	SCB65953.1	XP_956246.2	XP_009851966.1
OG0006938	SCB65954.1	XP_956207.3	XP_009851989.1
OG0006939	SCB65956.1	XP_956905.2	XP_009852086.1
OG0006940	SCB65957.1	XP_956906.3	XP_009851581.1
OG0006941	SCB65958.1	XP_957971.1	XP_009851909.1
OG0006942	SCB65959.1	XP_963537.2	XP_009852257.1
OG0006943	SCB65960.1	XP_962423.1	XP_009849145.1
OG0006944	SCB65966.1	XP_957403.1	XP_009847433.1
OG0006945	SCB65967.1	XP_957405.2	XP_009847203.1
OG0006946	SCB65980.1	XP_961286.1	XP_009847713.1
OG0006947		XP_001728117.1	XP_009850440.1, XP_009851769.1
OG0006948		XP_001728285.2	XP_009850275.1, XP_009850335.1
OG0006949		XP_011392825.1, XP_011392826.1	XP_009855625.1
OG0006950		XP_011392831.1, XP_011392832.1	XP_009855676.1
OG0006951		XP_011392835.1, XP_011392836.1	XP_009855722.1
OG0006952		XP_011392837.1, XP_011392838.1	XP_009855731.1
OG0006953		XP_011392878.1, XP_011392879.1	XP_009855871.1
OG0006954		XP_011392885.1, XP_011392886.1	XP_009856878.1
OG0006955		XP_011392893.1, XP_011392894.1	XP_009856890.1
OG0006956		XP_011392986.1, XP_011392987.1	XP_009856656.1
OG0006957		XP_011393150.1, XP_011393151.1	XP_009856128.1
OG0006958		XP_011393162.1, XP_011393163.1	XP_009855940.1
OG0006959		XP_011393225.1, XP_011393226.1	XP_009855153.1
OG0006960		XP_011393311.1, XP_011393312.1	XP_009856721.1
OG0006961		XP_011393413.1, XP_011393414.1	XP_009857223.1
OG0006962		XP_011393452.1, XP_011393453.1	XP_009851924.1
OG0006963		XP_011393524.1, XP_011393525.1	XP_009852445.1
OG0006964		XP_011393542.1, XP_011393543.1	XP_009851571.1
OG0006965		XP_011393564.1, XP_011393565.1	XP_009852416.1
OG0006966		XP_011393587.1, XP_011393588.1	XP_009852249.1
OG0006967		XP_011393594.1, XP_011393595.1	XP_009852298.1
OG0006968		XP_011393611.1, XP_011393612.1	XP_009851855.1
OG0006969		XP_011393628.1, XP_011393629.1	XP_009851823.1
OG0006970		XP_011393636.1, XP_011393637.1	XP_009851700.1
OG0006971		XP_011393662.1, XP_011393663.1	XP_009852693.1
OG0006972		XP_011393670.1, XP_011393671.1	XP_009852561.1
OG0006973		XP_011393675.1, XP_011395020.1, XP_011395021.1	
OG0006974		XP_011393690.1, XP_011393691.1, XP_011393692.1	
OG0006975		XP_011393799.1, XP_011393800.1	XP_009851024.1
OG0006976		XP_011393875.1, XP_011393876.1	XP_009850267.1
OG0006977		XP_011393885.1, XP_011393886.1	XP_009850711.1
OG0006978		XP_011393891.1, XP_011393892.1	XP_009850724.1
OG0006979		XP_011393893.1, XP_011393894.1, XP_011393895.1	
OG0006980		XP_011393901.1, XP_011393902.1	XP_009850768.1
OG0006981		XP_011393928.1, XP_011393929.1	XP_009850672.1
